id,item_name,purchase_count
301011,Bonnet Latch,1
301011,Hinges (Bonnet) Left,1
301011,"Grill, Radiator Upper",1
301011,Wind Shield - Front,1
301011,Wind Shield Beading,1
301033,Coolant,1
301033,Brake Fluid,1
301033,Oil Filter,1
301033,Air Filter,1
301033,Semi Synthetic,1
301033,AC Filter,1
301033,AC Gas,1
301033,AC Compressor Oil,1
301054,Coolant,1
301054,Brake Fluid,1
301054,Oil Filter,1
301054,Air Filter,1
301054,Fully Synthetic,1
301061,Coolant,1
301061,Brake Fluid,1
301061,Semi Synthetic,1
301061,Oil Filter,1
301061,Air Filter,1
301061,Fully Synthetic,1
301061,AC Filter,1
301065,Clutch Release Bearing,1
301065,Clutch Kit (Disc+Pressure Plate),1
301065,Lower Arm Rights,1
301065,Lower Arm Lefts,1
301065,Intercooler Hose,1
301080,Bumper - Front,1
301080,Front Bumper Bracket Right,1
301080,Front Bumper Bracket Left,1
301080,Head Lamp - L/H,1
301080,Head Lamp - R/H,1
301080,Bonnet,1
301080,Hinges (Bonnet) Right,1
301080,Hinges (Bonnet) Left,1
301080,"Grill, Radiator Lower",1
301080,"Grill, Radiator Upper",1
301080,Bumper Lower Grill,1
301080,Radiator Assembly,1
301080,AC Condenser,1
301080,Fan Assembly,1
301080,"Mount, Radiator Support Lower",1
301083,Water Pump,1
301083,Valve Door Gasket,1
301083,O Ring,1
301083,Wiper Tank,1
301083,Air Filter,1
301083,Oil Filter,1
301083,AC Filter,1
301083,Wheel Nut,1
301086,AC Filter,1
301086,Oil Filter,1
301086,Clutch Kit (Disc+Pressure Plate+Bearing),1
301086,Clutch Slave Cylinder,1
301101,Balance Rod Bush,1
301101,Caliper Pin 18%,1
301101,Front Brake pad,1
301101,Gear Box Bedding,1
301105,Alternator Belt,1
301105,Mirror Assy Electrical with Indicator - LH,1
301105,Mud Flap,1
301105,Caliper,1
301111,Rear Brake Pad,1
301111,Front Brake pad,1
301111,Rear Brake Disc,1
301111,Front Brake Disc,1
301111,AC Filter,1
301111,Oil Filter,1
301111,Air Filter,1
301111,Engine Oil - 5W40 (4L),1
301131,Bumper - Front,1
301131,Front Bumper Bracket Right,1
301131,Front Bumper Bracket Left,1
301131,Bumper - Rear,1
301131,Rear Bumper Bracket Right,1
301131,Rear Bumper Bracket Left,1
301131,Head Lamp - L/H,1
301131,Head Lamp - R/H,1
301131,"Lock, Glove Box",1
301131,Mud Flap,1
301154,Coolant,1
301154,Brake Fluid,1
301154,Oil Filter,1
301154,Air Filter,1
301154,Semi Synthetic,1
301165,Coolant,1
301165,Brake Fluid,1
301165,Oil Filter,1
301165,Air Filter,1
301165,Semi Synthetic,1
301177,Coolant,1
301177,Brake Fluid,1
301177,Oil Filter,1
301177,Air Filter,1
301177,Semi Synthetic,1
301258,Coolant,1
301258,Brake Fluid,1
301258,Oil Filter,1
301258,Air Filter,1
301258,Semi Synthetic,1
301271,Coolant,1
301271,Brake Fluid,1
301271,Oil Filter,1
301271,Air Filter,1
301271,Semi Synthetic,1
301271,Brake Pad,1
301271,Engine Oil Motor Flush (443ML),1
301277,Coolant,1
301277,Brake Fluid,1
301277,Semi Synthetic,1
301277,Oil Filter,1
301277,Air Filter,1
301277,Bulb (Tail Lamp),1
301277,Battery,1
301305,Front Brake pad,1
301305,Front Brake Disc,1
301305,Wheel Brake Cylinder - L/H Rear,1
301305,Wheel Brake Cylinder - R/H Rear,1
301305,Steering Assembly,1
301305,Front Suspension Strut Assembly Left/Right,1
301307,Coolant,1
301307,Brake Fluid,1
301307,Oil Filter,1
301307,Air Filter,1
301307,Semi Synthetic,1
301316,Lower Arm Rights,1
301316,Lower Arm Lefts,1
301316,Shock Absorber (Front) - Left,1
301316,Shock Absorber (Front) - Right,1
301316,Shock Absorber (Rear),1
301316,Link Rod,1
301316,Stabilizer Bar Bushes,1
301317,Coolant,1
301317,Brake Fluid,1
301317,Oil Filter,1
301317,Air Filter,1
301317,Semi Synthetic,1
301329,Coolant,1
301329,Brake Fluid,1
301329,Oil Filter,1
301329,Air Filter,1
301329,Semi Synthetic,1
301332,Coolant,1
301332,Brake Fluid,1
301332,Oil Filter,1
301332,Air Filter,1
301332,Semi Synthetic,1
301332,Clutch Bearing,1
301332,Clutch Plate,1
301332,Gear Oil,1
301332,Wiper Blade,1
301332,Rear Wiper Blade,1
301332,Wheel Bearing,1
301332,Radiator Fan Assembly,1
301332,AC Gas,1
301332,AC Compressor Oil,1
301338,"Centre Ac Vent Assy, Left",1
301338,"Centre Ac Vent Assy, Right",1
301338,"Ac Vent Assy, Left",1
301338,"Ac Vent Assy, Right",1
301347,Coolant,1
301347,Brake Fluid,1
301347,Oil Filter,1
301347,Air Filter,1
301347,Semi Synthetic,1
301376,Coolant,1
301376,Brake Fluid,1
301376,Oil Filter,1
301376,Air Filter,1
301376,Semi Synthetic,1
301376,Front Brake pad,1
301376,AC Gas,1
301376,AC Compressor Oil,1
301376,AC Filter,1
301386,Semi Synthetic,1
301386,Air Filter,1
301386,Oil Filter,1
301386,Coolant,1
301386,Brake Fluid,1
301386,Fuel,1
301386,Brake Pad,1
301386,AC Filter,1
301430,Steering Assembly,1
301430,Link Rod,1
301430,Ball Joint,1
301430,Tie Rod,1
301430,Lower Arm,1
301430,Gear,1
301443,Semi Synthetic,1
301443,Oil Filter,1
301443,Air Filter,1
301443,Coolant,1
301443,Brake Fluid,1
301449,Engine Oil - 5W30 (5L) Magnatec Fully Synthetic,1
301449,Air Filter,1
301449,Oil Filter,1
301449,Coolant,1
301449,Brake Fluid,1
301451,Head Gasket,1
301451,Timing Kit Packing,1
301451,Rocker Arm,1
301451,Bolt,1
301451,Coolant Tank,1
301451,Gear Box Bedding,1
301451,"Brake Oil, Dot 4(250ML)",1
301483,Ball Joint,1
301483,Tie Rod End Set,1
301483,Gear Box Bedding,1
301483,Balance Rod Bush,1
301519,Shock Absorber (Front),1
301519,Shock Absorber Strut Kit,1
301519,Lower Arm,1
301519,Rear Shock Absorber,1
301520,Bumper - Rear,1
301520,Dicky Panel,1
301520,"Holder, Rear Bumper Side Left",1
301520,"Holder, Rear Bumper Side Right",1
301520,Dicky Emblems,1
301520,Hood Latch,1
301529,Front Wheel Bearing,1
301529,Rear Brake Shoe,1
301529,Rear Wheel Bearing,1
301529,Rear Wiper Blade With Arm,1
301529,Rear Shock Absorber,1
301529,Link Rod,1
301529,Lower Ball Joint,1
301529,Clutch Cable,1
301529,Door Handle (ExternaL) Front Left,1
301585,Air Filter,1
301585,Bonnet Cable,1
301585,Spark Plug 21Mm,1
301585,Spark Plug 16Mm,1
301587,Coolant,1
301587,Brake Fluid,1
301587,Semi Synthetic,1
301587,Oil Filter,1
301587,Air Filter,1
301587,Brake Pad,1
301587,AC Filter,1
301602,Fender - R/H Front,1
301602,Mirror Assy Electrical with Indicator - RH,1
301602,"Panel Assy - Under Cover, Front",1
301602,Front Bumper Bracket Right,1
301602,Front Bumper Bracket Left,1
301619,Air Filter,1
301619,Oil Filter,1
301619,Coolant,1
301619,Brake Fluid,1
301655,Head Lamp - L/H,1
301655,Head Lamp - R/H,1
301655,Bumper - Front,1
301655,Front Bumper Upper Grill,1
301655,Bumper Lower Grill,1
301655,Member Comp Front Bumper Upper,1
301658,Bumper - Front,1
301658,"Holder, Front Bumper Left",1
301658,"Holder, Front Bumper Right",1
301658,"Holder, Rear Bumper Side Left",1
301658,"Holder, Rear Bumper Side Right",1
301658,Head Lamp - L/H,1
301658,Head Lamp - R/H,1
301658,Mirror Assy Electrical with Indicator - LH,1
301658,Fender - L/H Front,1
301658,Roof Moulding - RH,1
301658,Roof Moulding - LH,1
301658,"Lining Comp, Roof",1
301658,Door - R/H Rear,1
301658,Door - L/H Front,1
301658,Quarter Panel - R/H Front,1
301678,Coolant,1
301678,Brake Fluid,1
301678,Semi Synthetic,1
301678,Oil Filter,1
301678,Air Filter,1
301678,Engine Oil Motor Flush (443ML),1
301678,Engine Oil - 5W40,1
301678,Front Brake pad,1
301678,Universal Wiper Blade Set (24 - 24 ),1
301704,Coolant,1
301704,Brake Fluid,1
301704,Oil Filter,1
301704,Air Filter,1
301704,Semi Synthetic,1
301717,Radiator,1
301717,AC Compressor,1
301717,Fan Assembly,1
301717,AC Pipe,1
301719,Coolant,1
301719,Brake Fluid,1
301719,Semi Synthetic,1
301719,Oil Filter,1
301719,Air Filter,1
301719,Front Brake pad,1
301719,Wiper Blade,1
301719,AC Filter,1
301734,Coolant,1
301734,Brake Fluid,1
301734,Oil Filter,1
301734,Air Filter,1
301734,Fully Synthetic,1
301778,Link Rod,1
301778,Oil Seal,1
301778,Valve Door Gasket,1
301778,Caliper Pin 18%,1
301778,Fuel Filter,1
301778,Door Handle (ExternaL) Front Left,1
301782,Door - R/H Rear,1
301782,"Latch Assy, Rear Door Right",1
301782,Tail Lamp Right,1
301782,Striker Back Door,1
301837,Coolant,1
301837,Brake Fluid,1
301837,Oil Filter,1
301837,Air Filter,1
301837,Semi Synthetic,1
301837,Valve Door Gasket,1
301837,Wheel Bearing,1
301837,Annabond,1
301837,Spark Plug 16Mm,1
301838,Brake Discs,1
301838,Brake Pads,1
301838,Brake Fluid,1
301838,Rear Brake Pad,1
301838,Sensor,1
301848,Water Pump,1
301848,Tensioner Belt,1
301848,Tension Pulley,1
301848,"Idler, Pulley",1
301860,Upper Grill Chrome Piece,1
301860,"Seal, Radiator Grille, No.1",1
301860,"Seal, Radiator Grille, No.2",1
301860,"Seal, Radiator Grille, No.3",1
301860,"Seal, Radiator Grille, No.4",1
301872,Bumper - Front,1
301872,Front Bumper Bracket Right,1
301872,Front Bumper Bracket Left,1
301872,Fender - L/H Front,1
301872,Head Lamp - L/H,1
301890,Coolant,1
301890,Brake Fluid,1
301890,Oil Filter,1
301890,Air Filter,1
301890,Semi Synthetic,1
301890,Brake Bulb,1
301919,Hinges (Bonnet) Right,1
301919,Hinges (Bonnet) Left,1
301919,Bonnet,1
301919,Bumper - Front,1
301919,Head Lamp - L/H,1
301919,Cross Member - Hood Lock,1
301919,"Garnish, Cowl Top Side Right",1
301919,"Garnish, Cowl Top Side Left",1
301957,Coolant,1
301957,Brake Fluid,1
301957,Oil Filter,1
301957,Air Filter,1
301957,Fully Synthetic,1
301957,Alternator,1
301957,Engine Oil Flush,1
301957,Oil Additive,1
301968,Coolant,1
301968,Brake Fluid,1
301968,Oil Filter,1
301968,Air Filter,1
301968,Semi Synthetic,1
301968,Ignition Coil,1
301969,Coolant,1
301969,Brake Fluid,1
301969,Oil Filter,1
301969,Air Filter,1
301969,Semi Synthetic,1
301969,Front Brake pad,1
301969,Throttle Body & Carburettor Cleaner (100ML),1
301969,Coolant (Blue),1
301969,Engine Oil Motor Flush (443ML),1
301969,Front Bumper Bracket,1
302001,Clutch Release Bearing,1
302001,Clutch Cable,1
302001,Clutch Kit (Disc+Pressure Plate),1
302001,Rear Wheel Bearing,1
302001,Air Filter,1
302001,AC Filter,1
302006,Bumper - Front,1
302006,"Holder, Front Bumper Left",1
302006,"Holder, Front Bumper Right",1
302006,Front Fog Lamp Left,1
302006,Bezel Front Fog Lamp Left,1
302006,Fender Liner - L/H Front,1
302006,Fender - L/H Front,1
302006,Head Lamp - L/H,1
302006,Lower Arm Lefts,1
302040,Wiper Tank,1
302040,Fender Liner - R/H Front,1
302040,Front Fog Lamp Right,1
302040,Bezel Front Fog Lamp Right,1
302040,Bumper - Front,1
302040,Splash Guard Front Bumper,1
302047,Coolant,1
302047,Brake Fluid,1
302047,Oil Filter,1
302047,Air Filter,1
302047,Semi Synthetic,1
302047,Brake Pad,1
302083,Bumper - Front,1
302083,Head Lamp - L/H,1
302083,"Holder, Front Bumper Left",1
302083,Fender - L/H Front,1
302083,Bezel Front Fog Lamp Left,1
302083,Fender Liner - L/H Front,1
302084,Front Bumper Upper Grill,1
302084,Bumper Lower Grill,1
302084,Bumper - Front,1
302084,Fog Lamp Cover - Left,1
302084,Fog Lamp Cover - Right,1
302084,"Holder, Front Bumper Left",1
302084,"Holder, Front Bumper Right",1
302086,Semi Synthetic,1
302086,Air Filter,1
302086,Oil Filter,1
302086,Coolant,1
302086,Brake Fluid,1
302086,AC Filter,1
302093,Lower Arm Rights,1
302093,Lower Arm Lefts,1
302093,Front Suspension Strut Left,1
302093,Front Suspension Strut Right,1
302093,Shock Absorber Mount,1
302093,Shock Absorber Strut Kit,1
302099,Lower Arm Set,1
302099,Suspension Ball Joint,1
302099,Link Rod Set Of 2,1
302099,Tie Rod End Left/Right,1
302099,Drive Shaft Right,1
302153,Coolant,1
302153,Brake Fluid,1
302153,Oil Filter,1
302153,Air Filter,1
302153,Semi Synthetic,1
302174,Coolant,1
302174,Brake Fluid,1
302174,Oil Filter,1
302174,Air Filter,1
302174,Semi Synthetic,1
302196,Coolant,1
302196,Brake Fluid,1
302196,Oil Filter,1
302196,Air Filter,1
302196,Semi Synthetic,1
302196,Wiper Blade,1
302196,Wiper Hose,1
302198,Coolant,1
302198,Brake Fluid,1
302198,Semi Synthetic,1
302198,Oil Filter,1
302198,Air Filter,1
302198,Brake Pad,1
302205,Bumper - Front,1
302205,Front Bumper Upper Grill,1
302205,Head Lamp - R/H,1
302205,Head Lamp - L/H,1
302205,Front Bumper Bracket Right,1
302217,Rear Wheel Bearing,1
302217,Tie Rod (Steering),1
302217,Link Rod,1
302217,Shock Absorber Strut,1
302217,Shock Absorber Strut Kit,1
302217,Mud Flap,1
302217,Gear Box Bedding,1
302217,Hose Pipe,1
302217,Rear Wiper Blade With Arm,1
302221,Universal Wiper Blade 18,1
302221,Universal Wiper Blade 19,1
302221,Universal Wiper Blade 20,1
302221,Universal Wiper Blade 21,1
302235,Seat Belt,1
302235,Hand Brake Cable,1
302235,Rear Wiper Blade,1
302235,Power Window Switch,1
302243,Lower Arm,1
302243,Front Brake Disc,1
302243,Front Brake pad,1
302243,Mirror Assy Left,1
302252,Gear Cable,1
302252,Power Steering Oil Seal,1
302252,Water Pump,1
302252,Timing Belt,1
302252,Tension Pulley,1
302252,Alternator Belt,1
302252,Belt,1
302268,Coolant,1
302268,Brake Fluid,1
302268,Semi Synthetic,1
302268,Oil Filter,1
302268,Air Filter,1
302314,Bumper - Front,1
302314,"Holder, Front Bumper Left",1
302314,"Holder, Front Bumper Right",1
302314,Front Bumper Upper Grill,1
302314,Upper Grill Chrome Piece,1
302314,Bumper Lower Grill,1
302314,Towing cap,1
302332,Clutch Kit,1
302332,Releaser Bearing,1
302332,Clutch Slave Cylinder,1
302332,Clutch Kit (Disc+Pressure Plate),1
302332,Clutch Release Bearing,1
302332,Hose Pipe,1
302333,Coolant,1
302333,Brake Fluid,1
302333,Oil Filter,1
302333,Air Filter,1
302333,Semi Synthetic,1
302352,Coolant,1
302352,Brake Fluid,1
302352,Oil Filter,1
302352,Air Filter,1
302352,Semi Synthetic,1
302353,Coolant,1
302353,Brake Fluid,1
302353,Oil Filter,1
302353,Air Filter,1
302353,Semi Synthetic,1
302355,Head Lamp - L/H,1
302355,Bumper - Front,1
302355,"Holder, Front Bumper Left",1
302355,"Holder, Front Bumper Right",1
302355,Fender - L/H Front,1
302355,Bumper Lower Grill,1
302360,Brake Booster,1
302360,Front Suspension Strut Left,1
302360,Front Suspension Strut Right,1
302360,Link Rod,1
302360,Stabilizer Bush,1
302360,Caliper,1
302387,Shock Absorber (Front) - Left,1
302387,Shock Absorber (Front) - Right,1
302387,Shock Absorber Mount,1
302387,Shock Absorber Strut Kit,1
302387,Balance Rod Bush,1
302387,Steering Assembly,1
302387,Tail Lamp Left,1
302387,Bumper - Front,1
302387,Front Bumper Upper Grill,1
302409,Steering Assembly,1
302409,Power Steering Motor Assy,1
302409,Lower Arm,1
302409,Shock Absorber (Front),1
302409,Shock Absorber Strut Kit,1
302409,Shock Absorber Mount,1
302409,Gear Box Bedding,1
302409,Engine Bedding,1
302409,Bumper - Front,1
302423,Front Strut Bush Kit,1
302423,Front Suspension Strut Mount,1
302423,Rear Suspension Strut Left/Right,1
302423,Rear Strut Bush,1
302423,Link Rod,1
302429,Coolant,1
302429,Brake Fluid,1
302429,Oil Filter,1
302429,Air Filter,1
302429,Semi Synthetic,1
302430,Front Bumper Upper Grill,1
302430,Bumper Lower Grill,1
302430,Upper Grill Chrome Piece,1
302430,Fog Lamp Cover - Left,1
302430,Bezel Front Fog Lamp Left,1
302430,"Weatherstrip, Rear Right",1
302430,Door Beeding Rear Lh,1
302430,Sensor,1
302430,Wheel Rim,1
302430,"Weatherstrip, Rear Left",1
302447,Bumper - Front,1
302447,Fender - L/H Front,1
302447,"Holder, Front Bumper Left",1
302447,Bonnet,1
302447,Head Lamp - L/H,1
302447,Wind Shield Beading,1
302447,Wind Shield - Front,1
302447,Door - L/H Front,1
302447,Shock Absorber Strut,1
302450,Gear Lever,1
302450,"Weatherstrip, Rear Door Outer, Left",1
302450,"Weatherstrip, Rear Door Outer, Right",1
302450,"Weatherstrip, Front Door Outer, Left",1
302450,"Weatherstrip, Front Door Outer, Right",1
302450,Glow Plug,1
302450,Air Filter,1
302450,Door Beading,1
302450,Beading,1
302450,Front Brake pad,1
302450,Lower Arm Rights,1
302450,Lower Arm Lefts,1
302450,Front Control Arm Bush Kit,1
302507,Rear Brake Drum,1
302507,Rear Brake Shoe,1
302507,Hand Brake Cable,1
302507,Diesel Filter,1
302507,Wheel Cap,1
